,database_name,table_name,original_column_name,column_name,column_description,data_format,value_description,type,gold_prompt_chars,gold_prompt_words,gold_prompt_tokens,pred_prompt_chars,pred_prompt_words,pred_prompt_tokens
21,financial,loan,loan_id,,the id number identifying the loan data,integer,,P,2958.75,1404.0,4672,2677.25,1263.75,4441
22,financial,loan,account_id,,the id number identifying the account,integer,,F,2960.5,1403.25,4671,2678.75,1263.75,4441
23,financial,loan,date,,the date when the loan is approved,date,,,2961.75,1404.0,4687,2682.25,1263.75,4457
24,financial,loan,amount,,approved amount,integer,unit：US dollar,,2952.25,1400.25,4673,2677.0,1263.75,4448
25,financial,loan,duration,,loan duration,integer,unit：month,,2805.0,1321.5,4319,2529.75,1185.0,4094
26,financial,loan,payments,monthly payments,monthly payments,real,unit：month,,2955.75,1401.0,4664,2676.5,1263.75,4438
27,financial,loan,status,,repayment status,text,"'A' stands for contract finished, no problems;
'B' stands for contract finished, loan not paid;
'C' stands for running contract, OK so far;
'D' stands for running contract, client in debt",,2794.25,1316.25,4296,2518.75,1179.75,4071
28,financial,client,client_id,,the unique number,integer,,P,2342.75,1126.5,3299,2066.25,989.25,3072
29,financial,client,gender,,,text,"F：female 
M：male ",,2249.5,1071.0,3078,1977.25,935.25,2854
30,financial,client,birth_date,,birth date,date,,,2353.25,1125.75,3315,2078.25,989.25,3089
31,financial,client,district_id,location of branch,location of branch,integer,,F,2350.0,1128.0,3301,2069.0,989.25,3072
32,financial,district,district_id,location of branch,location of branch,integer ,,P,3709.75,2058.75,6449,3428.75,1920.0,6220
33,financial,district,A2,district_name,district_name,text,,,3697.25,2057.25,6446,3421.0,1921.5,6219
34,financial,district,A3,region,region,text,,,3454.0,1898.25,5879,3181.25,1762.5,5654
35,financial,district,A4,number of inhabitants ,,text,,,3690.75,2055.0,6429,3414.75,1917.0,6202
36,financial,district,A5,no. of municipalities with inhabitants < 499,municipality < district < region,text,,,3704.5,2063.25,6448,3415.75,1920.0,6211
37,financial,district,A6,no. of municipalities with inhabitants 500-1999,municipality < district < region,text,,,3713.25,2063.25,6462,3423.75,1920.75,6223
38,financial,district,A7,no. of municipalities with inhabitants 2000-9999,municipality < district < region,text,,,3651.5,2023.5,6309,3361.75,1881.0,6069
39,financial,district,A8,no. of municipalities with inhabitants > 10000,municipality < district < region,integer,,,3428.5,1879.5,5794,3139.25,1736.25,5556
40,financial,district,A9,,,integer,not useful,,3515.25,1939.5,6020,3244.0,1803.75,5795
41,financial,district,A10,ratio of urban inhabitants,ratio of urban inhabitants,real,,,3705.5,2063.25,6433,3422.5,1923.0,6202
42,financial,district,A11,average salary,average salary,integer,,,3693.75,2055.0,6431,3416.75,1917.75,6204
43,financial,district,A12,unemployment rate 1995,unemployment rate 1995,real,,,3705.0,2061.0,6452,3424.0,1922.25,6219
44,financial,district,A13,unemployment rate 1996,unemployment rate 1996,real,,,3714.5,2066.25,6465,3433.5,1927.5,6232
45,financial,district,A14,no. of entrepreneurs per 1000 inhabitants,no. of entrepreneurs per 1000 inhabitants,integer,,,3702.5,2062.5,6443,3412.0,1919.25,6202
46,financial,district,A15,no. of committed crimes 1995,no. of committed crimes 1995,integer,,,3701.75,2061.75,6449,3417.75,1920.0,6210
47,financial,district,A16,no. of committed crimes 1996,no. of committed crimes 1996,integer,,,3703.75,2063.25,6448,3419.75,1921.5,6209
48,financial,trans,trans_id,transaction id,transaction id,integer,,P,3702.25,1831.5,6043,3424.0,1694.25,5816
49,financial,trans,account_id,,,integer,,F,3653.25,1801.5,5920,3380.0,1665.75,5695
50,financial,trans,date,date of transaction,date of transaction,date,,,3679.75,1806.0,5934,3400.0,1667.25,5706
51,financial,trans,type,+/- transaction,+/- transaction,text,"""PRIJEM"" stands for credit
""VYDAJ"" stands for withdrawal",,3418.5,1677.0,5420,3140.75,1539.75,5194
52,financial,trans,operation,mode of transaction,mode of transaction,text,"""VYBER KARTOU"": credit card withdrawal
""VKLAD"": credit in cash
""PREVOD Z UCTU"" :collection from another bank
""VYBER"": withdrawal in cash
""PREVOD NA UCET"": remittance to another bank",,3469.5,1703.25,5523,3188.5,1564.5,5295
53,financial,trans,amount,amount of money,amount of money,integer,Unit：USD,,3714.5,1824.0,6035,3436.25,1685.25,5807
54,financial,trans,balance,balance after transaction,balance after transaction,integer,Unit：USD,,3715.25,1812.0,6038,3431.75,1673.25,5810
55,financial,trans,k_symbol,characterization of the transaction,,text,"""POJISTNE"": stands for insurrance payment
""SLUZBY"": stands for payment for statement
""UROK"": stands for interest credited
""SANKC. UROK"": sanction interest if negative balance
""SIPO"": stands for household
""DUCHOD"": stands for old-age pension
""UVER"": stands for loan payment",,3522.25,1728.75,5638,3241.5,1590.75,5410
56,financial,trans,bank,bank of the partner,,text,each bank has unique two-letter code,,3604.25,1777.5,5826,3328.5,1639.5,5599
57,financial,trans,account,account of the partner,,integer,,,3718.0,1829.25,6044,3440.75,1691.25,5817
58,financial,account,account_id,account id,the id of the account,integer,,P,2797.25,1221.0,4144,2517.75,1081.5,3914
59,financial,account,district_id,location of branch,location of branch,integer ,,F,2799.75,1220.25,4143,2518.75,1081.5,3914
60,financial,account,frequency,frequency,frequency of the acount,text,"""POPLATEK MESICNE"" stands for monthly issuance
""POPLATEK TYDNE"" stands for weekly issuance
""POPLATEK PO OBRATU"" stands for issuance after transaction",,2651.25,1156.5,3819,2371.75,1018.5,3591
61,financial,account,date,date,the creation date of the account,date,in the form YYMMDD,,2804.0,1221.75,4152,2524.75,1082.25,3923
62,financial,card,card_id,credit card id,id number of credit card,integer,,P,2535.5,1129.5,3437,2255.0,989.25,3206
63,financial,card,disp_id,disposition id,disposition id,integer,,F,2533.0,1126.5,3433,2255.0,989.25,3206
64,financial,card,type,,type of credit card,text,"""junior"": junior class of credit card; 
""classic"": standard class of credit card; 
""gold"": high-level credit card",,2420.0,1076.25,3208,2144.25,938.25,2981
65,financial,card,issued,,the date when the credit card issued ,date,in the form YYMMDD,,2551.5,1130.25,3452,2270.75,989.25,3222
66,financial,order,order_id,,identifying the unique order,integer,,P,2753.25,1293.0,3982,2474.25,1155.0,3754
67,financial,order,account_id,,id number of account,integer,,F,2754.5,1294.5,3981,2477.0,1156.5,3753
68,financial,order,bank_to,bank of the recipient,bank of the recipient,text,,,2696.5,1263.75,3859,2415.0,1123.5,3628
69,financial,order,account_to,account of the recipient,account of the recipient,integer,each bank has unique two-letter code,,2760.75,1294.5,3987,2477.0,1154.25,3756
70,financial,order,amount,debited amount,debited amount,real,,,2744.0,1285.5,3968,2466.25,1148.25,3740
71,financial,order,k_symbol,characterization of the payment,purpose of the payment,text,"""POJISTNE"" stands for insurance payment
""SIPO"" stands for household payment
""LEASING"" stands for leasing
""UVER"" stands for loan payment",,2635.0,1228.5,3719,2350.5,1088.25,3488
72,financial,disp,disp_id,disposition id,unique number of identifying this row of record,integer,,P,2244.25,1131.0,2840,1958.0,989.25,2607
73,financial,disp,client_id,,id number of client,integer,,F,2236.0,1127.25,2835,1959.0,989.25,2607
74,financial,disp,account_id,,id number of account,integer,,F,2233.75,1127.25,2830,1956.25,989.25,2602
75,financial,disp,type,,type of disposition,text,"""OWNER"" : ""USER"" : ""DISPONENT""
commonsense evidence:
the account can only have the right to issue permanent orders or apply for loans",,2162.25,1072.5,2683,1886.5,935.25,2457
76,formula_1,circuits,circuitId,circuit Id ,unique identification number of the circuit ,integer ,,P,5694.25,1863.0,6804,5409.0,1721.25,6573
77,formula_1,circuits,circuitRef,circuit reference name ,circuit reference name ,text,,,5640.75,1851.75,6765,5357.5,1711.5,6536
78,formula_1,circuits,name ,,full name of circuit ,text,,,5083.0,1703.25,6005,4806.5,1564.5,5777
79,formula_1,circuits,location  ,,location of circuit ,text,,,5086.5,1702.5,6004,4809.0,1564.5,5777
80,formula_1,circuits,country ,,country of circuit ,text,,,5084.75,1702.5,6004,4808.0,1564.5,5777
81,formula_1,circuits,lat ,latitude  ,latitude of location of circuit ,real,,,5086.75,1704.75,6007,4806.0,1564.5,5777
82,formula_1,circuits,lng ,longitude  ,longitude of location of circuit ,real,"commonsense evidence: 
Location coordinates: (lat, lng)",,5087.25,1704.75,6007,4806.0,1564.5,5777
83,formula_1,circuits,alt ,,,integer ,not useful ,,5077.75,1700.25,6002,4806.0,1564.5,5777
84,formula_1,circuits,url ,,url ,text,,,5078.0,1701.0,6002,4806.0,1564.5,5777
85,formula_1,status,statusId ,status ID,the unique identification number identifying status,integer,,,3206.75,1291.5,3513,2920.25,1151.25,3281
86,formula_1,status,status ,,full name of status ,text,,,3196.0,1290.0,3507,2919.25,1151.25,3279
87,formula_1,drivers,driverId ,driver ID ,the unique identification number identifying each driver,integer,,,5439.0,1797.0,6708,5151.0,1655.25,6475
88,formula_1,drivers,driverRef ,driver reference name ,driver reference name ,text,,,5434.25,1795.5,6705,5151.5,1655.25,6475
89,formula_1,drivers,number ,,number ,integer,,,5423.5,1791.75,6698,5150.0,1655.25,6473
90,formula_1,drivers,code ,,abbreviated code for drivers ,text,"if ""null"" or empty, it means it doesn't have code ",,5427.5,1794.0,6701,5149.0,1655.25,6473
91,formula_1,drivers,forename ,,forename ,text,,,5425.5,1791.75,6702,5151.0,1655.25,6475
92,formula_1,drivers,surname ,,surname ,text,,,5424.5,1791.75,6698,5150.5,1655.25,6473
93,formula_1,drivers,dob ,date of birth ,date of birth ,date,,,5425.75,1795.5,6702,5148.5,1655.25,6473
94,formula_1,drivers,nationality ,,nationality of drivers ,text,,,5431.25,1793.25,6700,5152.5,1655.25,6473
95,formula_1,drivers,url ,,the introduction website of the drivers ,text,,,5429.5,1795.5,6703,5148.5,1655.25,6473
96,formula_1,driverStandings,driverStandingsId ,driver Standings Id ,the unique identification number identifying driver standing records ,integer,,,3426.25,1641.0,4644,3130.25,1497.0,4406
97,formula_1,driverStandings,raceId ,constructor Reference name ,id number identifying which races ,integer,,,3411.0,1638.75,4634,3124.75,1497.0,4402
98,formula_1,driverStandings,driverId ,,id number identifying which drivers ,integer,,,3407.0,1636.5,4632,3125.75,1497.0,4402
99,formula_1,driverStandings,points ,,how many points acquired in each race ,real,,,3406.0,1638.0,4631,3124.75,1497.0,4400
100,formula_1,driverStandings,position ,,position or track of circuits ,integer,,,3405.5,1636.5,4629,3125.75,1497.0,4400
101,formula_1,driverStandings,positionText ,position text ,,text,"same with position, not quite useful ",,3404.5,1634.25,4629,3127.75,1497.0,4402
102,formula_1,driverStandings,wins ,,wins ,integer,,,3396.25,1633.5,4625,3123.75,1497.0,4400
103,formula_1,races,raceId ,race ID ,the unique identification number identifying the race ,integer ,,,5572.75,1874.25,7267,5286.25,1731.75,7034
104,formula_1,races,year ,,year ,integer ,,,5557.75,1868.25,7257,5285.25,1731.75,7032
105,formula_1,races,round ,,round ,integer ,,,5558.75,1868.25,7257,5285.75,1731.75,7032
106,formula_1,races,circuitId ,Circuit Id ,circuit Id ,integer ,,,5565.0,1870.5,7262,5287.75,1731.75,7034
107,formula_1,races,name ,,name of the race ,text,,,5560.75,1870.5,7260,5285.25,1731.75,7032
108,formula_1,races,date ,,duration time ,date,,,5560.0,1869.0,7258,5285.25,1731.75,7032
109,formula_1,races,time ,,time of the location ,text,,,5561.75,1870.5,7260,5285.25,1731.75,7032
110,formula_1,races,url ,,introduction of races ,text,,,5561.25,1869.75,7259,5284.75,1731.75,7032
111,formula_1,constructors,constructorId ,constructor Id ,the unique identification number identifying constructors ,integer ,,,4679.75,1497.0,5171,4388.75,1355.25,4939
112,formula_1,constructors,constructorRef ,Constructor Reference name ,Constructor Reference name ,text,,,4675.75,1495.5,5169,4389.25,1355.25,4939
113,formula_1,constructors,name ,,full name of the constructor ,text,,,4662.75,1494.75,5166,4384.25,1355.25,4937
114,formula_1,constructors,nationality ,,nationality of the constructor ,text,,,4668.5,1494.0,5165,4387.75,1355.25,4937
115,formula_1,constructors,url ,,the introduction website of the constructor ,text,"commonsense evidence: 
How to find out the detailed introduction of the constructor: through its url",,4665.75,1495.5,5167,4383.75,1355.25,4937
117,formula_1,constructorResults,constructorResultsId,constructor Results Id,constructor Results Id,integer,,P,3439.25,1552.5,4440,3154.0,1413.75,4210
118,formula_1,constructorResults,raceId,race Id,race id,integer,,F,3434.25,1551.0,4452,3160.0,1413.75,4225
119,formula_1,constructorResults,constructorId,constructor Id,constructor id,integer,,F,3433.75,1551.0,4436,3154.25,1413.75,4209
120,formula_1,constructorResults,points,,points,real,,,3423.0,1549.5,4434,3150.0,1413.75,4210
121,formula_1,constructorResults,status,,status,text,,,3339.0,1482.0,4213,3066.0,1346.25,3989
122,formula_1,lapTimes,raceId ,race ID ,the identification number identifying race,integer ,,,3515.5,1560.0,4718,3232.0,1419.75,4487
123,formula_1,lapTimes,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,3519.5,1561.5,4719,3233.0,1419.75,4487
124,formula_1,lapTimes,lap ,,lap number ,integer ,,,3504.25,1557.0,4711,3230.5,1419.75,4485
125,formula_1,lapTimes,position ,,position or track of circuits  ,integer ,,,3513.0,1559.25,4715,3233.0,1419.75,4485
126,formula_1,lapTimes,time ,,lap time  ,text,in minutes / seconds / ... ,,3504.75,1557.0,4712,3231.0,1419.75,4485
127,formula_1,lapTimes,milliseconds ,,milliseconds ,integer ,,,3511.5,1556.25,4710,3235.0,1419.75,4485
128,formula_1,qualifying,qualifyId ,qualify Id ,the unique identification number identifying qualifying ,integer ,"How does F1 Sprint qualifying work? Sprint qualifying is essentially a short-form Grand Prix � a race that is one-third the number of laps of the main event on Sunday. However, the drivers are battling for positions on the grid for the start of Sunday's race. ",,3912.5,1793.25,5734,3624.0,1651.5,5502
129,formula_1,qualifying,raceId ,race Id ,the identification number identifying each race ,integer ,,,3907.5,1793.25,5734,3622.5,1651.5,5502
130,formula_1,qualifying,driverId ,driver Id,the identification number identifying each driver ,integer ,,,3909.75,1792.5,5734,3623.5,1651.5,5502
131,formula_1,qualifying,constructorId ,constructor id ,constructor Id ,integer ,,,3906.25,1790.25,5730,3626.0,1651.5,5502
132,formula_1,qualifying,number ,,number ,integer ,,,3896.0,1788.0,5725,3622.5,1651.5,5500
133,formula_1,qualifying,position ,,position or track of circuit ,integer ,,,3903.0,1791.0,5729,3623.5,1651.5,5500
134,formula_1,qualifying,q1 ,qualifying 1 ,time in qualifying 1 ,text,"in minutes / seconds / ... 
commonsense evidence: 
Q1 lap times determine pole position and the order of the front 10 positions on the grid. The slowest driver in Q1 starts 10th, the next starts ninth and so on. 
All 20 F1 drivers participate in the first period, called Q1, with each trying to set the fastest time possible. Those in the top 15 move on to the next period of qualifying, called Q2. The five slowest drivers are eliminated and will start the race in the last five positions on the grid. ",,3899.0,1791.75,5734,3620.5,1651.5,5502
135,formula_1,qualifying,q2 ,qualifying 2 ,time in qualifying 2 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 15 in the q1 has the record of q2 
Q2 is slightly shorter but follows the same format. Drivers try to put down their best times to move on to Q1 as one of the 10 fastest cars. The five outside of the top 10 are eliminated and start the race from 11th to 15th based on their best lap time. ",,3899.0,1791.75,5734,3620.5,1651.5,5502
136,formula_1,qualifying,q3 ,qualifying 3 ,time in qualifying 3 ,text,"in minutes / seconds / ... 
commonsense evidence: 
only top 10 in the q2 has the record of q3 ",,3899.0,1791.75,5734,3620.5,1651.5,5502
137,formula_1,pitStops,raceId ,race ID ,the identification number identifying race ,integer ,,,3750.25,1638.0,5124,3466.5,1497.0,4893
138,formula_1,pitStops,driverId ,driver ID ,the identification number identifying each driver ,integer ,,,3754.0,1638.75,5125,3467.5,1497.0,4893
139,formula_1,pitStops,stop ,,stop number ,integer ,,,3739.75,1634.25,5117,3465.5,1497.0,4891
140,formula_1,pitStops,lap ,,lap number ,integer ,,,3738.75,1634.25,5117,3465.0,1497.0,4891
141,formula_1,pitStops,time ,,time ,text,exact time  ,,3738.0,1633.5,5116,3465.5,1497.0,4891
142,formula_1,pitStops,duration ,,duration time ,text,seconds/ ,,3743.25,1634.25,5117,3467.5,1497.0,4891
143,formula_1,pitStops,milliseconds ,,milliseconds ,integer ,,,3746.0,1633.5,5116,3469.5,1497.0,4891
144,formula_1,seasons,year ,race ID ,the unique identification number identifying the race,integer,,,3865.0,1204.5,4222,3579.25,1062.75,3990
145,formula_1,seasons,url ,,website link of season race introduction ,text,,,3860.0,1203.0,4220,3578.75,1062.75,3990
146,formula_1,constructorStandings,constructorStandingsId ,constructor Standings Id ,unique identification of the constructor standing records ,integer ,,,3421.75,1640.25,4643,3126.0,1497.0,4406
147,formula_1,constructorStandings,raceId ,race id ,id number identifying which races ,integer ,,,3399.5,1638.0,4633,3118.0,1497.0,4402
148,formula_1,constructorStandings,constructorId ,constructor id ,id number identifying which id ,integer ,,,3405.75,1638.0,4633,3121.5,1497.0,4402
149,formula_1,constructorStandings,points,,how many points acquired in each race ,,,,3495.5,1737.75,4940,3214.5,1596.75,4710
150,formula_1,constructorStandings,position ,,position or track of circuits ,integer ,,,3398.75,1636.5,4629,3119.0,1497.0,4400
151,formula_1,constructorStandings,positionText ,position text ,,text,"same with position, not quite useful ",,3397.75,1634.25,4629,3121.0,1497.0,4402
152,formula_1,constructorStandings,wins ,,wins ,integer ,,,3389.5,1633.5,4625,3117.0,1497.0,4400
153,formula_1,results,resultId,Result ID ,the unique identification number identifying race result ,integer,,P,4998.75,2745.75,8506,4710.75,2603.25,8274
154,formula_1,results,raceId,race ID ,the identification number identifying the race ,integer ,,F,5039.25,2745.0,8690,4754.75,2603.25,8459
155,formula_1,results,driverId ,driver ID,the identification number identifying the driver ,integer ,,,4680.0,2487.75,7688,4394.0,2346.75,7456
156,formula_1,results,constructorId ,constructor Id ,the identification number identifying which constructors ,integer ,,,4687.25,2488.5,7688,4396.5,2346.75,7456
157,formula_1,results,number ,,number  ,integer ,,,4666.75,2483.25,7680,4393.0,2346.75,7454
158,formula_1,results,grid ,,the number identifying the area where cars are set into a grid formation in order to start the race. ,integer ,,,4688.5,2496.75,7698,4392.0,2346.75,7454
159,formula_1,results,position ,,The finishing position or track of circuits ,integer ,,,4677.25,2487.75,7685,4394.0,2346.75,7454
160,formula_1,results,positionText ,position text ,,text,not quite useful ,,4672.75,2484.0,7683,4396.0,2346.75,7456
161,formula_1,results,positionOrder ,position order ,the finishing order of positions ,integer ,,,4681.25,2487.75,7687,4396.5,2346.75,7456
162,formula_1,results,points ,,points ,real,,,4666.5,2483.25,7679,4393.0,2346.75,7454
163,formula_1,results,laps ,,lap number ,integer ,,,4666.0,2484.0,7680,4392.0,2346.75,7454
164,formula_1,results,time  ,,finish time ,text,"commonsense evidence: 
1. if the value exists, it means the driver finished the race. 
2. Only the time of the champion shows in the format of ""minutes: seconds.millionsecond"", the time of the other drivers shows as ""seconds.millionsecond"" , which means their actual time is the time of the champion adding the value in this cell.",,4667.0,2484.0,7680,4392.5,2346.75,7454
165,formula_1,results,milliseconds ,,the actual finishing time of drivers in milliseconds  ,integer ,the actual finishing time of drivers  ,,4682.75,2488.5,7687,4396.0,2346.75,7454
166,formula_1,results,fastestLap ,fastest lap ,fastest lap number ,integer ,,,4674.75,2486.25,7685,4395.0,2346.75,7456
167,formula_1,results,rank ,,starting rank positioned by fastest lap speed,integer ,,,4674.5,2487.0,7685,4392.0,2346.75,7454
168,formula_1,results,fastestLapTime ,fastest Lap Time,fastest Lap Time,text,"faster (smaller in the value) ""fastestLapTime"" leads to higher rank (smaller is higher rank) ",,4678.0,2485.5,7689,4397.0,2346.75,7458
169,formula_1,results,fastestLapSpeed ,fastest Lap Speed ,fastest Lap Speed ,text, (km / h) ,,4679.75,2487.0,7689,4397.5,2346.75,7458
170,formula_1,results,statusId ,status Id ,status ID ,integer,its category description appear in the table status ,,4670.5,2485.5,7684,4394.0,2346.75,7456
171,california_schools,schools,CDSCode,CDSCode,CDSCode,text,,P,16506.5,7253.25,23718,16232.0,7117.5,23491
172,california_schools,schools,NCESDist,National Center for Educational Statistics school district identification number,"This field represents the 7-digit National Center for Educational Statistics (NCES) school district identification number. The first 2 digits identify the state and the last 5 digits identify the school district. Combined, they make a unique 7-digit ID for each school district.",text,,,16399.75,7203.75,23605,16039.0,7031.25,23318
173,california_schools,schools,NCESSchool,National Center for Educational Statistics school identification number,This field represents the 5-digit NCES school identification number. The NCESSchool combined with the NCESDist form a unique 12-digit ID for each school.,text,,,16568.0,7244.25,23887,16240.25,7086.75,23622
174,california_schools,schools,StatusType,,This field identifies the status of the district. ,text,"Definitions of the valid status types are listed below:
·       Active: The district is in operation and providing instructional services.
·       Closed: The district is not in operation and no longer providing instructional services.
·       Merged: The district has combined with another district or districts.
·       Pending: The district has not opened for operation and instructional services yet, but plans to open within the next 9–12 months.",,14623.0,6423.75,20878,14338.0,6282.0,20645
175,california_schools,schools,County,,County name,text,,,16444.75,7245.0,23678,16170.5,7108.5,23453
176,california_schools,schools,District,,District,text,,,16327.25,7162.5,23561,16053.25,7026.75,23337
177,california_schools,schools,School,,School,text,,,16430.5,7241.25,23614,16157.5,7105.5,23390
178,california_schools,schools,Street,,Street,text,,,16404.75,7233.0,23713,16131.75,7097.25,23489
179,california_schools,schools,StreetAbr,street address ,"The abbreviated street address of the school, district, or administrative authority’s physical location.",text,"The abbreviated street address of the school, district, or administrative authority’s physical location. Note: Some records (primarily records of closed or retired schools) may not have data in this field.",,16434.5,7243.5,23732,16133.25,7097.25,23491
180,california_schools,schools,City,,City,text,,,16361.25,7217.25,23589,16089.25,7081.5,23365
181,california_schools,schools,Zip,,Zip,text,,,16586.25,7296.0,23823,16314.75,7160.25,23599
182,california_schools,schools,State,,State,text,,,14339.75,6297.0,20476,14067.25,6161.25,20252
183,california_schools,schools,MailStreet,,MailStreet,text,"The unabbreviated mailing address of the school, district, or administrative authority. Note: 1) Some entities (primarily closed or retired schools) may not have data in this field; 2) Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStreet cells with Street data.",,16403.0,7219.5,23668,16128.0,7083.75,23442
184,california_schools,schools,MailStrAbr,mailing street address ,,text,"the abbreviated mailing street address of the school, district, or administrative authority.Note: Many active entities have not provided a mailing street address. For your convenience we have filled the unpopulated MailStrAbr cells with StreetAbr data.",,16406.25,7221.75,23672,16128.0,7083.75,23444
185,california_schools,schools,MailCity,mailing city,,text,"The city associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address city. For your convenience we have filled the unpopulated MailCity cells with City data.",,16300.5,7203.75,23514,16025.5,7067.25,23288
186,california_schools,schools,MailZip,mailing zip ,,text,"The zip code associated with the mailing address of the school, district, or administrative authority. Note: Many entities have not provided a mailing address zip code. For your convenience we have filled the unpopulated MailZip cells with Zip data.",,16528.75,7275.0,23745,16254.0,7137.75,23519
187,california_schools,schools,MailState,mailing state,,text,The state within the mailing address. For your convenience we have filled the unpopulated MailState cells with State data.,,14344.75,6297.75,20480,14069.25,6161.25,20254
188,california_schools,schools,Phone,,Phone,text,,,16649.5,7284.0,23925,16377.0,7148.25,23701
189,california_schools,schools,Ext,extension,"The phone number extension of the school, district, or administrative authority.",text,"The phone number extension of the school, district, or administrative authority.",,16450.25,7212.0,23746,16158.0,7068.75,23510
190,california_schools,schools,Website,,"The website address of the school, district, or administrative authority.",text,"The website address of the school, district, or administrative authority.",,16501.5,7240.5,23697,16211.5,7098.0,23462
191,california_schools,schools,OpenDate,,The date the school opened.,date,,,16573.25,7236.0,23869,16294.5,7097.25,23640
192,california_schools,schools,ClosedDate,,The date the school closed.,date,,,16249.25,7242.75,23332,15970.0,7104.0,23103
193,california_schools,schools,Charter,,This field identifies a charter school. ,integer,"The field is coded as follows:

·       1 = The school is a charter

·       0 = The school is not a charter",,14489.75,6365.25,20691,14208.0,6225.0,20461
194,california_schools,schools,CharterNum,,"The charter school number,",text,4-digit number assigned to a charter school.,,16616.75,7266.0,23901,16337.75,7128.0,23673
195,california_schools,schools,FundingType,,Indicates the charter school funding type,text,"Values are as follows:

·       Not in CS (California School) funding model

·       Locally funded

·       Directly funded",,14656.5,6427.5,20918,14373.5,6288.0,20688
196,california_schools,schools,DOC,District Ownership Code,District Ownership Code,text,"The District Ownership Code (DOC) is the numeric code used to identify the category of the Administrative Authority.
•       00 - County Office of Education
•       02 – State Board of Education
•       03 – Statewide Benefit Charter
•       31 – State Special Schools
•       34 – Non-school Location*
•       52 – Elementary School District
•       54 – Unified School District
•       56 – High School District
•       98 – Regional Occupational Center/Program (ROC/P)
commonsense evidence:
*Only the California Education Authority has been included in the non-school location category.",,15408.25,6798.75,22100,15126.75,6660.0,21872
197,california_schools,schools,DOCType,The District Ownership Code Type,The District Ownership Code Type is the text description of the DOC category.,text,(See text values in DOC field description above),,15427.0,6807.75,22115,15128.75,6660.0,21874
